rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),menu_item
3.8/5,160,Banashankari,Casual Dining,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti","North Indian, Chinese",700,"['Roti', 'Vegetable Biryani', 'Paneer Chilly Dry', 'Paneer Satay', 'Paneer Butter Masala', 'Lung Fung Soup', 'Spinach Soup', 'Hot and Sour Soup', 'Cream of Veg Soup', 'Cream of Mushroom Soup', 'Cream of Noodle Soup', 'Spinach Soup', 'French Onion Soup', 'Green Pepper Soup', 'Veg Manchow Soup', 'Hot and Sour Soup', 'Sweet Corn Manchow Soup', 'Mint Soup', 'Cream of Tomato Soup', 'Veg Sweet Corn Soup', 'Baby Corn Soup', 'Veg Clear Soup', 'Carrot Soup', 'Lung Fung Soup', 'Mix Vegetable Salad', 'Cucumber Salad', 'Steamed Vegetables Salad', 'Rajasthan Gobi Manchurian', 'Gobi Manchurian', 'Veg Ball Manchurian', 'Aloo Manchurian', 'Baby Corn Manchurian', 'Paneer Manchurian', 'Mushroom Manchurian', 'Crispy Veg Manchurian', 'Gobi Chilly Dry', 'Aloo Chilly Dry', 'Baby Corn Chilly Dry', 'Paneer Chilly Dry', 'Mushroom Chilly Dry', 'Gobi Pudina Chilly Dry', 'Aloo Pudina Chilly Dry', 'Baby Corn Pudina Chilly Dry', 'Paneer Pudina Chilly Dry', 'Mushroom Pudina Chilly Dry', 'Gobi Pepper Dry', 'Aloo Pepper Dry', 'Baby Corn Pepper Dry', 'Paneer Pepper Dry', 'Mushroom Pepper Dry', 'Gobi Schezwan Dry', 'Aloo Schezwan Dry', 'Baby Corn Schezwan Dry', 'Paneer Schezwan Dry', 'Mushroom Schezwan Dry', 'Gobi Special Dry 65', 'Aloo Special Dry 65', 'Baby Corn Special Dry 65', 'Paneer Special Dry 65', 'Mushroom Special Dry 65', 'Golden Kebab', 'Gold Coin Kebab', 'Baby Corn Golden Fry', 'Veg Spring Roll', 'Malaysian Spring Roll', 'Stuffed Papad Roll', 'Capsicum with American Corn', 'French Fries', 'Baby Corn Satay', 'Paneer Satay', 'Pudina Baby Corn Chilly', 'Pudina Mushroom Chilly', 'Yellow Dal', 'Dal Tadka', 'Dal Palak', 'Dal Methi', 'Plain Palak', 'Butter Palak', 'Palak Paneer', 'Mint Gobi Masala', 'Veg Hariyali', 'American Corn Palak', 'Green Peas Masala', 'Aloo Mutter', 'Paneer Mutter', 'Aloo Gobi', 'Channa Masala', 'Aloo Channa', 'Channa Paneer', 'Gobi Masala', 'Gobi Peshawari', 'Malai Mutter', 'Methi Malai Mutter', 'Khova Paneer', 'Malai Vegetable', 'Maharani Kofta', 'Malai Kofta', 'Veg Kofta', 'Nargis Kofta', 'Paneer Kofta', 'Stuffed Aloo', 'Stuffed Capsicum', 'Stuffed Tomato', 'Dum Aloo Kashmiri', 'Kadhai Vegetable', 'Kadhai Baby Corn', 'Kadhai Paneer', 'Kadhai Mushroom', 'Kaju Mutter', 'Veg Shahi Kurma', 'Kaju Masala', 'Paneer Chaman', 'Veg Hyderabadi', 'Veg Peshawari', 'Paneer Peshawari', 'Vegetable Kolhapuri', 'Mushroom Chilly Masala', 'Paneer Hyderabadi', 'Veg Pepper Masala', 'Veg Ginger Masala', 'Paneer Tikka Masala', 'Paneer Chilly Masala', 'Green Gardenia Special', 'Navratan Kurma', 'Mushroom Masala', 'Paneer Butter Masala', 'Mushroom Do Pyaza', 'Veg Do Pyaza', 'Veg Makhanwala', 'Veg Kurma', 'Paneer Kurma', 'Capsicum Masala', 'Corn Capsicum Masala', 'Mushroom Mutter', 'Mushroom Paneer', 'Baby Corn Masala', 'Veg Shahi Kurma', 'Kaju Masala', 'Malai Vegetable', 'Paneer Butter Masala', 'Methi Malai Mutter', 'Paneer Kurma', 'Veg Kolhapuri', 'Kadai Mushroom', 'Paneer Tikka Masala', 'Roti', 'Methi Roti', 'Pudina Roti', 'Butter Roti', 'Naan', 'Kulcha', 'Paratha', 'Butter Naan', 'Butter Kulcha', 'Butter Paratha', 'Stuffed Paratha', 'Stuffed Naan', 'Stuffed Kulcha', 'Aloo Paratha', 'Masala Kulcha', 'Paneer Kulcha', 'Onion Kulcha', 'Cheese Paratha', 'Kashmiri Naan', 'Garlic Naan', 'Bhatura', 'American Corn Rice', 'Methi Rice', 'Palak Rice', 'Vegetable Pulao', 'Peas Pulao', 'Kashmiri Pulao', 'Vegetable Biryani', 'Mughlai Biryani', 'Ghee Rice', 'Jeera Rice', 'Pudina Rice', 'Palak Rice', 'Methi Rice', 'Curd Rice', 'Plain Basmati Rice', 'Handi Biryani', 'Vegetable Fried Rice', 'Ginger Fried Rice', 'Singapore Fried Rice', 'Mushroom Fried Rice', 'Schezwan Rice', 'Paneer Fried Rice', 'Peking Fried Rice', 'Onion Chilly Fried Rice', 'Baby Corn Fried Rice', 'American Corn Rice', 'Jeera Fried Rice', 'Vegetable Noodles', 'Schezwan Noodles', 'Singapore Noodles', 'Vegetable Chowmein', 'American Chopsuey', 'Baby Corn Noodles', 'Mushroom Noodles', 'American Corn Noodles', 'Paneer Noodles', 'Crispy Noodles', ""Baby's Marble"", 'Umbrella Boy', 'Joker Boy', 'Tom and Jerry', 'Roasted Papad', 'Fried Papad', 'Masala Papad', 'Mixed Raita', 'Onion Raita', 'Cucumber Raita', 'Pineapple Raita', 'Plain Curd', 'Gudbad Special', 'Black Forest Cake with Ice Cream and Fudge', 'Death By Chocolate', 'Gadbad Special Ice Cream', 'Titanic Special Ice Cream', 'Light House Special Ice Cream', 'Dilkush Special Ice Cream', 'Flower Day Special Ice Cream', 'Love Special Ice Cream', 'Banana Boat Special Ice Cream', 'Pista Rich Special Ice Cream', 'Rosa Rosa Special Ice Cream', 'Italian Fantasy Special Ice Cream', 'American Pyarapit Special Ice Cream', 'Death by Chocolate Special Ice Cream', 'Green Gardenia Special Ice Cream', 'Golden Cherry Special Ice Cream', 'Golden King Special Ice Cream', 'Black Lady Special Ice Cream', 'Indian Fizz Special Ice Cream', 'Perfect Special Ice Cream', 'Silver Queen Special Ice Cream', 'Vanilla Ice Cream with Hot Chocolate Fudge', 'Butter Scotch Ice Cream with Hot Chocolate Fudge', 'Chocolate Ice Cream with Hot Chocolate Fudge', 'Chocolate Cake with Hot Chocolate Fudge', 'Black Forest Cake with Ice Cream Fudge', 'Fruit Salad', 'Fruit Salad with Jelly and Vanilla Ice Cream', 'Dry Fruit Salad with Ice Cream', 'Jelly with Ice Cream', 'Musk Melon Milkshake', 'Papaya Milkshake', 'Butter Fruit Milkshake', 'Banana Milkshake', 'Chickoo Milkshake', 'Apple Milkshake', 'Litchi Milkshake', 'Strawberry Milkshake', 'Vanilla Milkshake', 'Strawberry Milkshake', 'Butter Scotch Milkshake', 'Mango Milk Shake', 'Chocolate Milkshake', 'Pista Milkshake', 'Oreo Milkshake', 'Lemon Ice Tea', 'Black Currant', 'Sweet Lassi', 'Salted Lassi', 'Mango Lassi', 'Pineapple Lassi', 'Strawberry Lassi', 'Royal Falooda', 'Kesar Falooda', 'Green Gardenia Special Falooda', 'Vanilla Sundae', 'Chocolate Sundae', 'Magic Sundae', 'Double Sundae', 'Vanilla Ice Cream', 'Strawberry Ice Cream', 'Tutti Fruity Ice Cream', 'Mango Ice Cream', 'Chocolate Ice Cream', 'Butter Scotch Ice Cream', 'Pista Ice Cream', 'Kaju Draksh Ice Cream', 'Kulfi', 'Black Currant Ice Cream', 'Sweet Fresh Lime Soda', 'Salted Fresh Lime Soda', 'Fresh Lime Masala Soda', 'Mosambi Juice', 'Orange Juice', 'Pineapple Juice', 'Water Melon Juice', 'Mango Juice', 'Lemon Juice', 'Special Grape Juice']"
3.6/5,129,Banashankari,Casual Dining,"Sea Food, Neer Dosa","Mangalorean, Seafood, North Indian",600,"['Chicken Meals', 'Fish Curry Rice', 'Fish Meals', 'Chicken Meals', 'Fish Curry Rice', 'Fish Meals', 'Egg Bhurji', 'Ghee Rice', 'Jeera Rice', 'Curd Rice', 'Boiled Rice', 'Veg Fried Rice', 'Paneer Fried Rice', 'Mushroom Fried Rice', 'Mixed Veg Fried Rice', 'Egg Fried Rice', 'Chicken Fried Rice', 'Chicken Sukka', 'Chicken Ghee Roast', 'Chicken Uruwal', 'Egg Chilly', 'Egg Manchurian', 'Egg 65', 'Egg Ghee Roast', 'Egg Masala Fry', '2 Boiled Egg', 'Egg Lemon']"
3.3/5,62,Banashankari,Bar,Chilli Chicken,"South Indian, North Indian, Chinese",800,[]
2.6/5,283,Banashankari,Casual Dining,"Biryani, Chicken Guntur, Thali, Buttermilk, Manchurian",North Indian,600,[]
3.8/5,59,Banashankari,Casual Dining,"Stuffed Mushroom, Chicken Biryani, Jal-jeera","North Indian, Chinese",750,[]
3.5/5,179,Banashankari,Casual Dining,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani","North Indian, Chinese, Beverages",600,"['Paneer Jodhpuri', 'Veg Tomato Soup', 'Veg Noodle Soup', 'Veg Sweet Corn Soup', 'Veg Clear Soup', 'Veg Hot and Sour Soup', 'Veg Manchow Soup', 'Veg Mushroom Soup', 'French Fires', 'Masala Fries', 'Moong Dal Mangode [8 Pieces]', 'Hara Bara Kabab [8 Pieces]', 'Palak Pakoda [8 Pieces]', 'Onion Pakoda [8 Pieces]', 'Veg Pakoda', 'Onion Rings', 'Capsicum Pakoda [8 Pieces]', 'Aloo Pakoda [8 Pieces]', 'Gobi Pakoda', 'Bread Pakoda [4 Pieces]', 'Dahi Vada [8 Pieces]', 'Paneer Pakoda [8 Pieces]', 'Veg Manchurian', 'Gobhi Manchurian', 'Baby Corn Manchurian', 'Mushroom Manchurian', 'Chilly Potato', 'Chilly Gobhi', 'Chilly Mushroom', 'Baby Corn Chilly', 'Golden Fried Baby Corn', 'Gobhi 65', 'Chilly Paneer', 'Paneer 65', 'Paneer Manchurian', 'Paneer Chilly Pepper Dry', 'Mushroom Chilly Pepper Dry', 'Aloo Chilly Pepper Dry', 'AIoo Gobhi Masala', 'AIoo Gobhi Dry', 'AIoo Jeera Dry', 'Aloo Methi', 'AIoo Gobhi Matar', 'Aloo Palak', 'AIoo Channa', 'Stuffed Aloo Gravy', 'Dum Aloo', 'Pudina Dip Dum Aloo', 'Paneer Butter Masala', 'Shahi Paneer', 'Paneer 65 Gravy', 'Paneer Jodhpuri', 'Palak Paneer', 'Kadai Paneer', 'Paneer Capsicum', 'Paneer Matar', 'Dum Aloo Kashmiri', 'Stuffed Tomato', 'Malai Kofta', 'Paneer Bhurji Dry', 'Paneer Bhurji Gravy', 'Gobhi Manchurian Gravy', 'Baby corn Manchurian Gravy', 'Veg Manchurian Gravy', 'Mushroom Manchurian Gravy', 'Paneer Manchurian Gravy', 'Dal Makhani', 'Yellow Dal Fry', 'Dal Tadka', 'Dal Palak', 'Dal Maharani', 'Dal Fry', 'Rajma Masala', 'Channa Masala', 'Bhindi Fry Dry', 'Bhindi Masala', 'Capsicum Masala', 'Shahi Bhindi', 'Kadhai Vegetable', 'Veg Kolhapuri', 'Mushroom Masala', 'Kadhai Mushroom', 'Corn Masala', 'Mixed Vegetable', 'Mushroom Butter Masala', 'Corn Palak', 'Matar Methi Malai', 'Gatte Ki Sabzi', 'Mughlai Shahi Paneer', 'Kaju Matar Makana', 'Kaju Masala', 'Phulka', 'Ghee Phulka', 'Plain Paratha', 'Sattu Paratha', 'Missi Rati', 'Lachha Paratha', 'Aloo Paratha', 'Gobi Paratha', 'Methi Paratha', 'Onion Paratha', 'Mooli Paratha', 'Aloo Onion Paratha', 'Matar Paratha', 'Masala Paratha', 'Veg Paratha', 'Paneer Paratha', 'Aloo Paneer Paratha', 'Corn Paneer Paratha', 'Chole Bhatura [2 Pieces]', 'Puri Subzi [4 Pieces]', 'Palak Puri Subzi [4 Pieces]', 'Mutter Puri Subzi [4 Pieces]', 'Tandoori Roti', 'Tandoori Butter Roti', 'Tandoori Naan', 'Tandoori Butter Naan', 'Tandoori Kulcha', 'Tandoori Butter Kulcha', 'Plain Rice', 'Curd Rice', 'Peas Pulao', 'Jeera Rice', 'Veg Biryani', 'Veg Pulao', 'Methi Pulao', 'Palak Pulao', 'Ghee Rice', 'Masala Rice', 'Mushroom Biryani', 'Peas Rice', 'Veg Fried Rice', 'Ginger Fried Rice', 'Chilly Garlic Fried Rice', 'Schezwan Fried Rice', 'Mushroom Fried Rice', 'Noodles with Fried Rice', 'Paneer Fried Rice', 'Veg Noodles', 'Ginger Noodles', 'Chilly Garlic Noodles', 'Schezwan Noodles', 'Hakka Noodles', 'Veg Chopsuey', 'Chinese Chopsuey', 'Mix Green Salad', 'Onion Salad', 'Cucumber Salad', 'Tomato Salad', 'Veg Raita', 'Boondi Raita', 'Pudina Raita', 'Plain Dahi', 'Masala Peanut', 'Roasted Plain Papad', 'Roasted Masala Papad', 'Gulab Jamun [1 Piece]', 'Butter Milk', 'Jaljeera', 'Lime Water', 'Rose Sharbat', '7Up [200 ml]', 'Fresh Lime Soda', 'Lassi', 'Dry Fruit Lassi', 'Mango Smoothie', 'Rose Smoothie', 'Tea', 'Coffee', 'Masala Tea', 'Ginger Tea', 'Mineral Water [1 litre]']"
3.8/5,62,Banashankari,Quick Bites,"Kesari Bath, Masala Dosa","South Indian, Chinese",150,[]
3.0/5,98,Banashankari,Bar,"Paneer Tikka, Dal Kichadi, French Fries","North Indian, Chinese",800,[]
2.7/5,128,Banashankari,Casual Dining,"Cantonese Noodles, Basil Chicken, Hunan Chicken Gravy, Manchow Soup, Dragon Chicken, Chicken Grill","Chinese, Thai",850,[]
2.8/5,45,Banashankari,Casual Dining,Pesto Pizza,"Pizza, Italian, Salad",800,"['Fantasia Pizza', 'Four Seasons Pizza', 'Exotica Pizza', 'Sputini Pizza', 'Gambaza Pasta', 'Minestrone Soup', 'Passato Di Verdure Soup', 'Zuppa Di Broccoli Soup', 'Creme Di Funghi Soup', 'Insalata Mista Salad', 'Corleone Salad', 'Insalata Gennarino Salad', 'Contadina Salad', 'Caesar Salad', 'Pesto Salad', 'Cheese Garlic Bread', 'Masala Garlic Bread', 'Special Crostini', 'Bruschetta', 'Fungi Trifolati', 'Spinach Salsa', 'Jalapeno Salsa', 'Infused Cheese Garlic Mushroom Caps', 'Africano Paneer', 'Loaded Pototo Wedges', 'Honey Pepper Fries', 'Melvyn?s Fries', 'Cheese Stuffed Jalapeno Veg Balls', 'Stir Fried Veg', 'Loaded Nachos', 'Nachos with Cheese Sauce', 'Tortilla Chips with Salsa', 'Onion Rings', 'Baby Corn Longs', 'Cheese Corn Balls', 'Exotic Veg in Cilantro Curry', 'Exotic Veg in Peppery Curry', 'Thai Green Curry', 'Thai Red Curry', 'Exotic Veggies and Cilantro Flavoured Rice', 'Margarita Pizza', 'Fantasia Pizza', 'Purpigna Pizza', 'Peri Peri Pizza', 'Four Seasons Pizza', 'Cross Country Ranch Pizza', 'Rustic Pizza', 'Tabasco Pizza', 'Sicilia Pizza', 'Exotica Pizza', 'Goa Pizza', 'Mediterranean Pizza', 'Indian Pizza', 'Solarina Pizza', 'Pesto Pizza', 'Pizza Toe Toe', 'Pizza Paprika', 'Bombay Pizza', 'Kamarina Pizza', 'Botticino Pizza', 'Sputini Pizza', 'Aglio Olio Peperoncino Pasta', 'All Arrabiata Pasta', 'Pasta Barbaresca', 'Alla Firritiana Pasta', 'Pasta Alla Alfredo', 'Pasta All Bakunin', 'Pasta 4 Stagioni', 'Primavera Pasta', 'Della Casa Dry Pasta', 'Al Pesto Genovese', 'Mediterranean Pasta', 'Metauro Pasta', 'Gambaza Pasta', 'Pasta Alla Sallome', 'Pasta Del Barone', 'Masala Mafia Pasta', 'Spinach Canneloni', 'Lasagna Alla Nepolitana', 'Paneer and Spinach Sandwich', 'Mexcian Paneer Sandwich', 'Veg Club Sandwich', 'Mexican Veg Sandwich', 'Spinach Corn Cheese Sandwich', 'Chocolate Bomb', 'Chocolate Mousse', 'Seven Layers', 'The Bizchoco', 'Brownie Sundae', 'Cream Caramel', 'Milk Choco Pastry', 'Dark Choco Pastry', 'White Choco Pastry', 'Tiramisu Chocolate CrÃ\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82ÃÂ¨me Pastry', 'Black Forest Pastry', 'Pineapple Pastry', 'Mango Cheese Cake', 'Blueberry Cheese Cake', 'Pineapple Cheese Cake', 'Raspberry Cheese Cake', 'Fruit Fondue', 'Bowl of Strawberries', 'Cookie Sundae', 'Sunbreeze Mocktail', 'Virgin Sangria Mocktail', 'Virgin Pinacolada Mocktail', 'Shirley Temple Mocktail', 'Virgin Mojito', 'Fresh Lime Soda', 'Peach Iced Tea', 'Lemon Iced Tea', 'Blue Lagoon', 'Choco Loco Shake', 'Mango Tango Shake', 'Banana Lambada Shake', 'Mocha Mambo Shake', 'Cookie Cha Cha Shake', 'Raspberry Ripe Shake', 'Cream De Fresca Shake', 'Chocolate Creme Pie Shake', 'Iced Coffee', 'Iced Mocha']"
3.5/5,41,South Bangalore,Food Truck,Pizza,"Pizza, Fast Food, BBQ",400,[]
3.7/5,405,Banashankari,Casual Dining,"Pizza, Potato Wedges, Country Feast, Pasta, Garlic Bread, Lemonade","Pizza, Fast Food",750,"['Spiced Paneer', 'Soya Masala', 'Veggie Feast', 'Double Cheese', 'Veg Exotica', 'Veggie Supreme', 'Veggie Italiano', 'Paneer Soya Supreme', 'Margherita', 'Tandoori Paneer', 'Veggie Lover', 'Country Feast', 'Paneer', 'Spice', 'Veggie', 'Spicy Chicken', 'Chicken Exotica', 'Chicken Supreme', 'Chicken Italiano', 'Spiced Chicken Meatballs', 'Chickeroni (Chicken Pepperoni)', 'Lebanese Chicken', 'Smoked Chicken', 'Chicken Tikka', 'Chicken Sausage', 'Spanish Tomato Non Veg Pasta', 'Texas Garlic Dip', 'Spanish Tomato Veg Pasta', 'Garlic Bread Spicy Supreme', 'Cheesy Garlic Bread Stix', 'Cheese Garlic Bread', 'Garlic Bread Stix', 'Spicy Baked Chicken Wings', 'Tandoori Pocket Paneer', 'Pepsi', 'Mirinda', '7-up', 'Choco Truffle Cake', 'Choco Volcano Cake']"
3.9/5,388,Banashankari,Casual Dining,"Chicken Biryani, Ragi Mudde, Mutton Chops","Biryani, North Indian, Seafood, Andhra",650,"['Chicken 65', 'Chicken Manchurian', 'Chicken Padak', 'Chicken Raja', 'Chilli Chicken', 'French Chicken', 'Pudina Chicken', 'Boneless Pudina Chicken', 'Chicken Sholay Kebab', 'Garlic Chicken', 'Boneless Garlic Chicken', 'Lemon Chicken', 'Keema Ball', 'Keema Ball Dry', 'Egg Boti Fry', 'Boti Fry', 'Keema Ball Fry', 'Mutton Liver Fry', 'Jeera Rice', 'White Rice', 'Biryani Rice', 'Egg Biryani']"
4.7/5,651,Banashankari,Quick Bites,"Masala Dosa, Vada, Upma, Filter Coffee, Kesari Bath, Idli Chutney, Kharabath",South Indian,100,[]
4.3/5,734,Banashankari,Quick Bites,"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha","South Indian, North Indian, Chinese, Street Food",200,"['Veg Fried Rice Combo', 'Masala Dosa', 'Set Dosa [3 Pieces]', 'Onion Dosa', 'Butter Masala Dosa', 'Paper Masala Dosa', 'North Indian Meal', 'Roti Curry', 'South Indian Meal', 'Veg Biryani', 'Handi Biryani', 'Gobi Manchurian', 'Paneer Manchurian', 'Baby Corn Manchurian', 'Veg Fried Rice', 'Veg Noodles', 'Butter Naan', 'Dal Fry', 'Paneer Butter Masala', 'Kaju Masala', '3 Poori', 'Rice Bath', 'Veg Fried Rice Combo', 'South Indian Meal', 'South Mini Meal', 'North Indian Meal', 'Roti Curry', 'Kulcha Curry', 'Naan Curry', '2 Idli', 'Vada', '2 Idly and Vada', 'Rava Idli', '3 Poori', 'Rice Bath', 'Tomato Soup', 'Gobi Manchurian', 'Gobi Chilly', 'Gobi Pepper Dry', 'Paneer Manchurian', 'Paneer Chilly', 'Paneer Pepper Dry', 'Mushroom Manchurian', 'Mushroom Chilly', 'Mushroom Pepper Dry', 'Baby Corn Manchurian', 'Baby Corn Chilly', 'Baby Corn Pepper Dry', 'Dal Fry', 'Dal Punjabi', 'Dal Palak', 'Chana Masala', 'Green Peas Masala', 'Aloo Chana Masala', 'Plain Palak', 'Palak Paneer', 'Aloo Palak', 'Peas Palak', 'Mixed Veg Curry', 'Veg Kolhapuri', 'Veg Hydarabadi', 'Veg Kadhai', 'Mushroom Masala', 'Capsicum Masala', 'Tomato Curry', 'Paneer Butter Masala', 'Paneer Kadhai', 'Veg Makhanwala', 'Kaju Masala', 'Kaju Matar', 'Baby Corn Masala', 'Veg Pepper Masala', 'Ayodhya Special Curry', 'Roti', 'Butter Roti', 'Kulcha', 'Butter Kulcha', 'Naan', 'Butter Naan', 'Veg Pulav', 'Veg Biryani', 'Peas Pulav', 'Peas Biryani', 'Handi Pulav', 'Handi Biryani', 'Curd Rice', 'Ghee Rice', 'Jeera Rice', 'Veg Fried Rice', 'Mushroom Fried Rice', 'Triple Fried Rice', 'Schezwan Fried Rice', 'Singapore Fried Rice', 'Ayodhya Special Fried Rice', 'Veg Noodles', 'Paneer Noodles', 'Mushroom Noodles', 'Schezwan Noodles', 'Singapore Noodles', 'Masala Dosa', 'Set Dosa [3 Pieces]', 'Plain Dosa', 'Onion Dosa', 'Open Dosa', 'Butter Masala Dosa', 'Paper Masala Dosa', 'Paper Plain Dosa', 'Butter Plain Dosa', 'Bajji [2 Pieces]', 'Coffee', 'Tea', 'Badam Milk', 'Vanilla Ice Cream', 'Strawberry Ice Cream', 'Chocolate Ice Cream', 'Butterscotch Ice Cream', 'Blackcurrent Ice Cream', 'Pista Ice Cream', 'Tutti Fruity Ice Cream', 'Fig and Honey Ice Cream', 'Mango Ice Cream', 'Fruit Salad', 'Gudbad', 'Double Sundae', 'Vanilla Fudge', 'Strawberry Sundae', 'Falooda Ice Cream', 'Ayodhya Special Ice Cream', 'Banana Spite Ice Cream', 'Honeymoon Special Ice Cream', 'Dry Fruit Special Ice Cream', 'Mosambi Juice', 'Orange Juice', 'Pineapple Juice', 'Grape Juice', 'Watermelon Juice', 'Lemon Juice', 'Butter Milk', 'Banana Milkshake', 'Papaya Milkshake', 'Sapota Milkshake', 'Mango Milkshake', 'Muskmelon Milkshake', 'Anar Milkshake', 'Apple Milkshake', 'Dates Milkshake', 'Anjeer Milkshake', 'Badam Milkshake', 'Mixed Dry Fruit Milkshake', 'Lychee Milkshake', 'Sharjah Milkshake', 'Falooda Milkshake', 'Oreo Milkshake', 'Cherry Milkshake', 'Cold Coffee Milkshake', 'Ragi Milkshake', 'Ragi Vanilla Milkshake', 'Ragi Badam Milkshake', 'Ragi Dry Fruit Milkshake', 'Ragi Chocolate Milkshake', 'Venila Ice Cream Milkshake', 'Strawberry Ice Cream Milkshake', 'Chocolate Ice Cream Milkshake', 'Pista Ice Cream Milkshake', 'Butterscotch Ice Cream Milkshake', 'Sweet Lassi', 'Fruit Lassi', 'Banana Lassi', 'Strawberry Lassi', 'Chocolate Lassi', 'Ragi Lassi', 'Veg Fried Rice Combo']"
4.0/5,1047,Banashankari,Quick Bites,"Pasta, Momos, Rolls, Chicken Roll, Chilli Chicken, Paneer Roll, Spaghetti","Italian, Continental, Fast Food, Chinese, Momos",450,[]
3.8/5,505,Banashankari,Quick Bites,"Burgers, French Fries","Burger, Fast Food",450,"['Boneless Strips', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', '5 in 1 Rice Box', '5 in 1 Rice Box', 'Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Veg Strips*', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Veg Zinger Burger', 'Veg Longer Burger', 'Zinger Combo', '2 Double Down [Serves 2]', 'Double Down Combo [Serves 2]', 'Ultimate Savings Bucket', 'Triple Treat', 'Big 8', 'Big 8 Meal', 'Chick & Share + 3 Pepsi', 'Chick & Share', 'Friendship Bucket Meal', 'Friendship Bucket', 'Duo Bucket', 'Mingles Bucket', 'Veg Strips Rice Bowl', 'Veg Strips Rice Bowl + Pepsi', 'Chicken Popcorn Rice Bowl', 'Chicken Popcorn Rice Bowl + Pepsi', 'Popcorn Rice Combo', 'Popcorn Rice Duo', 'Smoky Grilled Rice Bowl', 'Smoky Grilled Rice Bowl + Pepsi', 'Pepsi (Pet Bottle)']"
3.9/5,264,Banashankari,Quick Bites,"Jowar Roti, Buttermilk, Sabudana Vada, Thali, Mirchi Bajji, Brinjal Curry",South Indian,200,"['Meal 1', 'Meal 2', '2 Roti with 2 Curry', '2 Chapati with 2 curry', 'Apple Milkshake', 'Pomegranate Milkshake', 'Talipatt', 'Sabudana Vada [4 Pieces]', 'Millet Bisibele Bhath', 'Rice Sambar', 'Mysore Masala Dosa', 'Chilli Cheese Dosa', 'Rava Masala Dosa', 'Tomato Onion Uttapam', 'Rice Sambar', 'Talipatt', 'Sabudana Vada [4 Pieces]', 'Paddu', 'Millet Bisibele Bhath', 'Avalakki Curd Poha', 'Mandakki Oggarane', 'Mirchi Bajji', 'Brinjal Bajji', 'Girmit', 'Avalakki Chooda', 'Coffee', 'Tea', 'Badam Milk', 'Meal 1', 'Meal 2', '2 Roti with 2 Curry', '2 Chapati with 2 curry', 'Holige', 'Jowar Roti', 'Chapati Roti', 'Plain Dosa', 'Masala Dosa', 'Butter Dosa', 'Butter Masala', 'Ghee Dosa', 'Ghee Masala', 'Butter Paper Plain Roast', 'Ghee Paper Plain', 'Mysore Masala Dosa', 'Chilli Cheese Dosa', 'Cheese Dosa', 'Cheese Masala Dosa', 'Paper Masala Dosa', 'Podi Dosa', 'Podi Masala Dosa', 'Ghee Podi Masala Dosa', 'Rava Dosa', 'Rava Onion Dosa', 'Rava Masala Dosa', 'Ghee Rava Dosa', 'Onion Uttapam', 'Plain Uttapam', 'Tomato Onion Uttapam', 'Apple Milkshake', 'Pomegranate Milkshake', 'Lemon Juice', 'Mosambi Juice', 'Orange Juice', 'Grapes Juice', 'Pineapple Juice', 'Papaya Juice', 'Water Melon Juice', 'Musk Melon Juice', 'Lussy', 'Butter Milk']"
